E_GPa,PR,SH_MPa/km,Sh_MPa/km,Sv_MPa/km,SH_azi_deg,PORO_file,PERMX_file,beta,cos_2beta,sin_2beta,sigma_x_grad,sigma_y_grad,tau_xy_grad,sigma_x_ref,sigma_y_ref,sigma_z_ref,tau_xy_ref
15552823.77,0.37,-19.42,-6.59,-12.52,314.18,data_properties/JD_BASECASE_21_PORO.dat,data_properties/JD_BASECASE_21_PERMX.dat,224.18,0.03,1.00,-13.19,-12.82,6.41,8853.16,8606.27,8407.34,-4304.94
21882008.86,0.24,-16.32,-5.71,-11.79,319.74,data_properties/JD_BASECASE_22_PORO.dat,data_properties/JD_BASECASE_22_PERMX.dat,229.74,-0.16,0.99,-10.14,-11.88,5.23,6806.40,7978.33,7915.98,-3512.49
18878566.51,0.22,-19.33,-5.70,-13.73,313.14,data_properties/JD_BASECASE_25_PORO.dat,data_properties/JD_BASECASE_25_PERMX.dat,223.14,0.06,1.00,-12.96,-12.08,6.80,8699.56,8107.15,9217.38,-4565.11
22309198.74,0.39,-16.53,-6.57,-13.52,311.48,data_properties/JD_BASECASE_26_PORO.dat,data_properties/JD_BASECASE_26_PERMX.dat,221.48,0.12,0.99,-12.16,-10.94,4.94,8164.72,7345.39,9074.29,-3317.14
19062666.50,0.23,-17.71,-6.40,-11.54,302.58,data_properties/JD_BASECASE_27_PORO.dat,data_properties/JD_BASECASE_27_PERMX.dat,212.58,0.42,0.91,-14.43,-9.68,5.13,9688.18,6497.99,7750.43,-3444.80
15861656.22,0.23,-19.15,-6.47,-11.93,306.74,data_properties/JD_BASECASE_28_PORO.dat,data_properties/JD_BASECASE_28_PERMX.dat,216.74,0.28,0.96,-14.62,-11.01,6.08,9811.59,7390.45,8007.99,-4078.99
23135438.35,0.37,-19.73,-6.56,-11.60,313.01,data_properties/JD_BASECASE_29_PORO.dat,data_properties/JD_BASECASE_29_PERMX.dat,223.01,0.07,1.00,-13.60,-12.68,6.57,9128.14,8515.23,7789.76,-4410.44
24690412.80,0.29,-19.59,-5.44,-13.92,308.19,data_properties/JD_BASECASE_30_PORO.dat,data_properties/JD_BASECASE_30_PERMX.dat,218.19,0.24,0.97,-14.18,-10.85,6.88,9521.15,7282.94,9347.47,-4615.94
15333466.39,0.34,-17.09,-6.18,-12.17,318.47,data_properties/JD_BASECASE_34_PORO.dat,data_properties/JD_BASECASE_34_PERMX.dat,228.47,-0.12,0.99,-10.97,-12.29,5.42,7367.30,8253.25,8167.13,-3635.81
18262626.51,0.23,-17.06,-6.33,-12.60,319.95,data_properties/JD_BASECASE_37_PORO.dat,data_properties/JD_BASECASE_37_PERMX.dat,229.95,-0.17,0.99,-10.78,-12.62,5.28,7233.92,8471.52,8461.75,-3546.64
23662373.45,0.28,-18.26,-6.46,-11.47,303.19,data_properties/JD_BASECASE_41_PORO.dat,data_properties/JD_BASECASE_41_PERMX.dat,213.19,0.40,0.92,-14.73,-10.00,5.41,9886.07,6712.05,7698.46,-3629.19
21738659.32,0.33,-18.45,-6.42,-13.26,318.42,data_properties/JD_BASECASE_42_PORO.dat,data_properties/JD_BASECASE_42_PERMX.dat,228.42,-0.12,0.99,-11.72,-13.15,5.97,7867.55,8829.37,8903.24,-4010.70
20434870.68,0.32,-18.60,-6.25,-12.01,309.32,data_properties/JD_BASECASE_43_PORO.dat,data_properties/JD_BASECASE_43_PERMX.dat,219.32,0.20,0.98,-13.64,-11.21,6.05,9158.08,7525.03,8065.56,-4063.07
20132622.06,0.28,-18.93,-5.50,-13.69,311.60,data_properties/JD_BASECASE_44_PORO.dat,data_properties/JD_BASECASE_44_PERMX.dat,221.60,0.12,0.99,-13.01,-11.42,6.67,8732.46,7665.10,9190.02,-4475.04
20031262.86,0.37,-17.63,-6.58,-13.43,309.72,data_properties/JD_BASECASE_45_PORO.dat,data_properties/JD_BASECASE_45_PERMX.dat,219.72,0.18,0.98,-13.12,-11.09,5.43,8805.28,7445.95,9014.59,-3647.53
19651344.95,0.36,-18.38,-5.62,-13.87,300.53,data_properties/JD_BASECASE_46_PORO.dat,data_properties/JD_BASECASE_46_PERMX.dat,210.53,0.48,0.88,-15.09,-8.91,5.58,10127.70,5982.38,9314.25,-3749.29
19973353.59,0.35,-16.93,-6.52,-13.89,303.38,data_properties/JD_BASECASE_47_PORO.dat,data_properties/JD_BASECASE_47_PERMX.dat,213.38,0.39,0.92,-13.78,-9.67,4.79,9251.71,6491.61,9327.22,-3213.09
19731654.39,0.39,-19.07,-5.75,-12.96,305.78,data_properties/JD_BASECASE_50_PORO.dat,data_properties/JD_BASECASE_50_PERMX.dat,215.78,0.32,0.95,-14.52,-10.31,6.32,9744.65,6918.24,8701.36,-4239.53
22211549.40,0.28,-17.02,-5.55,-11.66,300.04,data_properties/JD_BASECASE_52_PORO.dat,data_properties/JD_BASECASE_52_PERMX.dat,210.04,0.50,0.87,-14.15,-8.42,4.97,9496.37,5655.01,7827.87,-3338.72
21024020.62,0.24,-18.80,-6.12,-13.56,312.08,data_properties/JD_BASECASE_56_PORO.dat,data_properties/JD_BASECASE_56_PERMX.dat,222.08,0.10,0.99,-13.10,-11.81,6.31,8795.64,7929.21,9100.02,-4233.94
21517768.63,0.36,-19.22,-5.68,-11.74,308.51,data_properties/JD_BASECASE_59_PORO.dat,data_properties/JD_BASECASE_59_PERMX.dat,218.51,0.22,0.97,-13.97,-10.93,6.59,9377.11,7337.42,7879.44,-4426.75
18917257.92,0.25,-16.75,-5.87,-13.37,317.10,data_properties/JD_BASECASE_62_PORO.dat,data_properties/JD_BASECASE_62_PERMX.dat,227.10,-0.07,1.00,-10.91,-11.71,5.42,7327.05,7861.22,8972.45,-3641.84
22604992.37,0.26,-16.35,-6.26,-13.05,308.92,data_properties/JD_BASECASE_63_PORO.dat,data_properties/JD_BASECASE_63_PERMX.dat,218.92,0.21,0.98,-12.37,-10.24,4.93,8303.77,6876.65,8762.72,-3308.87
21321299.74,0.33,-18.29,-5.91,-13.96,316.12,data_properties/JD_BASECASE_67_PORO.dat,data_properties/JD_BASECASE_67_PERMX.dat,226.12,-0.04,1.00,-11.86,-12.34,6.19,7961.40,8286.75,9371.34,-4154.72
20730180.82,0.35,-16.69,-6.29,-12.57,315.66,data_properties/JD_BASECASE_70_PORO.dat,data_properties/JD_BASECASE_70_PERMX.dat,225.66,-0.02,1.00,-11.37,-11.61,5.20,7631.10,7791.99,8439.07,-3489.11
18166732.29,0.27,-19.46,-6.02,-11.75,309.55,data_properties/JD_BASECASE_72_PORO.dat,data_properties/JD_BASECASE_72_PERMX.dat,219.55,0.19,0.98,-14.01,-11.47,6.60,9406.94,7702.26,7885.02,-4428.64
22770270.52,0.38,-16.84,-6.29,-12.33,315.88,data_properties/JD_BASECASE_73_PORO.dat,data_properties/JD_BASECASE_73_PERMX.dat,225.88,-0.03,1.00,-11.40,-11.73,5.27,7656.15,7873.79,8279.48,-3537.96
24542206.64,0.27,-17.97,-5.96,-12.66,305.49,data_properties/JD_BASECASE_76_PORO.dat,data_properties/JD_BASECASE_76_PERMX.dat,215.49,0.33,0.95,-13.92,-10.01,5.68,9344.51,6716.84,8498.33,-3812.02
17860508.60,0.21,-18.67,-5.73,-13.19,300.28,data_properties/JD_BASECASE_77_PORO.dat,data_properties/JD_BASECASE_77_PERMX.dat,210.28,0.49,0.87,-15.38,-9.02,5.64,10324.73,6053.48,8855.74,-3784.12
17558807.26,0.24,-18.41,-5.51,-13.67,315.10,data_properties/JD_BASECASE_78_PORO.dat,data_properties/JD_BASECASE_78_PERMX.dat,225.10,-0.00,1.00,-11.94,-11.98,6.45,8014.06,8042.84,9179.76,-4328.37
24327390.04,0.40,-16.26,-5.82,-12.15,302.88,data_properties/JD_BASECASE_79_PORO.dat,data_properties/JD_BASECASE_79_PERMX.dat,212.88,0.41,0.91,-13.18,-8.90,4.76,8848.50,5973.67,8158.58,-3193.15
18661665.24,0.22,-18.55,-6.55,-13.22,305.14,data_properties/JD_BASECASE_82_PORO.dat,data_properties/JD_BASECASE_82_PERMX.dat,215.14,0.34,0.94,-14.58,-10.52,5.65,9786.17,7064.71,8873.92,-3794.59
24118986.19,0.38,-18.11,-6.38,-13.38,302.98,data_properties/JD_BASECASE_87_PORO.dat,data_properties/JD_BASECASE_87_PERMX.dat,212.98,0.41,0.91,-14.63,-9.86,5.36,9823.65,6616.05,8983.59,-3596.55
15768175.30,0.39,-17.79,-6.07,-12.85,313.53,data_properties/JD_BASECASE_88_PORO.dat,data_properties/JD_BASECASE_88_PERMX.dat,223.53,0.05,1.00,-12.23,-11.63,5.86,8210.30,7806.36,8629.18,-3931.13
21566389.83,0.20,-17.20,-6.39,-13.31,303.69,data_properties/JD_BASECASE_90_PORO.dat,data_properties/JD_BASECASE_90_PERMX.dat,213.69,0.38,0.92,-13.87,-9.72,4.99,9313.79,6525.22,8936.60,-3347.86
20312984.89,0.35,-17.47,-5.47,-13.79,301.67,data_properties/JD_BASECASE_96_PORO.dat,data_properties/JD_BASECASE_96_PERMX.dat,211.67,0.45,0.89,-14.16,-8.78,5.36,9507.66,5892.66,9259.03,-3598.88
23727889.32,0.33,-18.89,-6.37,-12.82,311.79,data_properties/JD_BASECASE_97_PORO.dat,data_properties/JD_BASECASE_97_PERMX.dat,221.79,0.11,0.99,-13.33,-11.93,6.22,8946.34,8006.99,8604.77,-4176.28
16945708.95,0.27,-18.17,-6.19,-13.33,309.97,data_properties/JD_BASECASE_98_PORO.dat,data_properties/JD_BASECASE_98_PERMX.dat,219.97,0.17,0.98,-13.23,-11.14,5.89,8879.05,7475.57,8950.34,-3956.92
24107514.03,0.31,-17.74,-6.09,-13.66,314.69,data_properties/JD_BASECASE_100_PORO.dat,data_properties/JD_BASECASE_100_PERMX.dat,224.69,0.01,1.00,-11.98,-11.85,5.83,8041.89,7956.20,9168.25,-3912.45
21340411.40,0.35,-16.62,-5.83,-11.58,304.58,data_properties/JD_BASECASE_105_PORO.dat,data_properties/JD_BASECASE_105_PERMX.dat,214.58,0.36,0.93,-13.15,-9.31,5.04,8824.88,6248.45,7775.62,-3383.38
22884268.93,0.29,-16.89,-6.48,-13.00,316.73,data_properties/JD_BASECASE_109_PORO.dat,data_properties/JD_BASECASE_109_PERMX.dat,226.73,-0.06,1.00,-11.37,-12.00,5.20,7633.83,8055.43,8724.26,-3487.75
16507107.58,0.25,-16.79,-5.54,-12.39,310.31,data_properties/JD_BASECASE_115_PORO.dat,data_properties/JD_BASECASE_115_PERMX.dat,220.31,0.16,0.99,-12.08,-10.24,5.55,8107.87,6877.58,8317.76,-3726.11
24829949.94,0.32,-17.34,-5.81,-11.63,312.66,data_properties/JD_BASECASE_123_PORO.dat,data_properties/JD_BASECASE_123_PERMX.dat,222.66,0.08,1.00,-12.04,-11.10,5.74,8085.33,7454.15,7806.33,-3856.06
22489048.28,0.23,-19.16,-5.40,-13.13,319.26,data_properties/JD_BASECASE_125_PORO.dat,data_properties/JD_BASECASE_125_PERMX.dat,229.26,-0.15,0.99,-11.26,-13.30,6.80,7561.38,8929.57,8817.26,-4568.18
17270689.72,0.34,-17.21,-5.58,-11.81,316.44,data_properties/JD_BASECASE_126_PORO.dat,data_properties/JD_BASECASE_126_PERMX.dat,226.44,-0.05,1.00,-11.10,-11.69,5.81,7453.17,7846.84,7930.62,-3901.82
22068353.51,0.24,-18.02,-6.13,-12.55,314.31,data_properties/JD_BASECASE_129_PORO.dat,data_properties/JD_BASECASE_129_PERMX.dat,224.31,0.02,1.00,-12.22,-11.93,5.94,8202.85,8009.57,8422.78,-3987.06
17027837.17,0.31,-17.41,-6.45,-13.11,306.62,data_properties/JD_BASECASE_130_PORO.dat,data_properties/JD_BASECASE_130_PERMX.dat,216.62,0.29,0.96,-13.51,-10.35,5.25,9071.55,6948.49,8799.59,-3524.35
17123411.64,0.21,-17.00,-6.32,-12.50,302.42,data_properties/JD_BASECASE_131_PORO.dat,data_properties/JD_BASECASE_131_PERMX.dat,212.42,0.43,0.91,-13.93,-9.39,4.83,9350.80,6301.61,8391.77,-3244.62
16220476.16,0.22,-19.38,-5.94,-13.84,317.22,data_properties/JD_BASECASE_134_PORO.dat,data_properties/JD_BASECASE_134_PERMX.dat,227.22,-0.08,1.00,-12.14,-13.18,6.70,8149.79,8847.74,9292.13,-4495.83
18026556.43,0.20,-18.23,-6.43,-13.47,304.06,data_properties/JD_BASECASE_135_PORO.dat,data_properties/JD_BASECASE_135_PERMX.dat,214.06,0.37,0.93,-14.53,-10.13,5.48,9751.54,6799.87,9042.23,-3675.59
17479659.08,0.29,-19.25,-6.21,-12.62,313.77,data_properties/JD_BASECASE_140_PORO.dat,data_properties/JD_BASECASE_140_PERMX.dat,223.77,0.04,1.00,-13.01,-12.45,6.51,8734.80,8359.29,8474.33,-4373.33
16083636.97,0.40,-19.31,-5.56,-13.63,304.84,data_properties/JD_BASECASE_141_PORO.dat,data_properties/JD_BASECASE_141_PERMX.dat,214.84,0.35,0.94,-14.82,-10.05,6.45,9952.04,6746.79,9150.70,-4328.54
19854880.95,0.36,-18.33,-5.85,-13.15,312.80,data_properties/JD_BASECASE_144_PORO.dat,data_properties/JD_BASECASE_144_PERMX.dat,222.80,0.08,1.00,-12.57,-11.61,6.23,8436.79,7794.35,8831.08,-4179.25
16774974.12,0.21,-17.40,-5.43,-12.34,302.07,data_properties/JD_BASECASE_146_PORO.dat,data_properties/JD_BASECASE_146_PERMX.dat,212.07,0.44,0.90,-14.02,-8.80,5.38,9413.99,5910.45,8284.79,-3614.46
19124121.86,0.21,-16.50,-5.68,-12.05,310.09,data_properties/JD_BASECASE_147_PORO.dat,data_properties/JD_BASECASE_147_PERMX.dat,220.09,0.17,0.99,-12.01,-10.16,5.33,8062.07,6822.28,8086.25,-3578.24
21980111.40,0.26,-17.51,-6.08,-12.30,304.94,data_properties/JD_BASECASE_150_PORO.dat,data_properties/JD_BASECASE_150_PERMX.dat,214.94,0.34,0.94,-13.76,-9.83,5.37,9237.73,6596.66,8258.74,-3603.78
20619864.82,0.32,-17.68,-6.53,-12.12,307.85,data_properties/JD_BASECASE_152_PORO.dat,data_properties/JD_BASECASE_152_PERMX.dat,217.85,0.25,0.97,-13.48,-10.73,5.40,9049.13,7200.47,8139.00,-3625.49
23290539.45,0.29,-18.86,-6.17,-12.72,304.24,data_properties/JD_BASECASE_153_PORO.dat,data_properties/JD_BASECASE_153_PERMX.dat,214.24,0.37,0.93,-14.84,-10.19,5.91,9965.43,6837.73,8539.39,-3964.54
23016967.24,0.38,-17.89,-5.49,-13.08,317.60,data_properties/JD_BASECASE_156_PORO.dat,data_properties/JD_BASECASE_156_PERMX.dat,227.60,-0.09,1.00,-11.13,-12.26,6.18,7473.04,8227.66,8779.74,-4146.00
19545250.90,0.22,-18.50,-6.05,-13.46,306.41,data_properties/JD_BASECASE_158_PORO.dat,data_properties/JD_BASECASE_158_PERMX.dat,216.41,0.30,0.96,-14.11,-10.44,5.95,9475.43,7006.82,9035.20,-3992.58
23486982.69,0.36,-17.81,-6.36,-11.84,317.34,data_properties/JD_BASECASE_159_PORO.dat,data_properties/JD_BASECASE_159_PERMX.dat,227.34,-0.08,1.00,-11.61,-12.55,5.71,7797.24,8424.81,7949.10,-3829.99
16645965.41,0.25,-17.53,-5.60,-12.43,307.44,data_properties/JD_BASECASE_160_PORO.dat,data_properties/JD_BASECASE_160_PERMX.dat,217.44,0.26,0.97,-13.12,-10.01,5.76,8808.37,6718.39,8348.02,-3868.44
15186127.08,0.38,-18.61,-5.97,-11.70,311.01,data_properties/JD_BASECASE_162_PORO.dat,data_properties/JD_BASECASE_162_PERMX.dat,221.01,0.14,0.99,-13.17,-11.41,6.26,8842.81,7663.16,7852.63,-4202.66
18415715.67,0.29,-18.16,-6.10,-12.27,319.42,data_properties/JD_BASECASE_163_PORO.dat,data_properties/JD_BASECASE_163_PERMX.dat,229.42,-0.15,0.99,-11.20,-13.06,5.96,7519.24,8764.46,8239.27,-4000.20
24891053.37,0.33,-17.60,-5.93,-12.24,313.84,data_properties/JD_BASECASE_164_PORO.dat,data_properties/JD_BASECASE_164_PERMX.dat,223.84,0.04,1.00,-12.00,-11.53,5.83,8055.78,7739.38,8214.63,-3913.16
19364173.76,0.34,-19.63,-5.90,-12.05,318.96,data_properties/JD_BASECASE_166_PORO.dat,data_properties/JD_BASECASE_166_PERMX.dat,228.96,-0.14,0.99,-11.81,-13.71,6.80,7931.72,9201.95,8090.59,-4564.41
16836171.44,0.28,-19.53,-6.28,-13.83,315.36,data_properties/JD_BASECASE_169_PORO.dat,data_properties/JD_BASECASE_169_PERMX.dat,225.36,-0.01,1.00,-12.82,-12.99,6.63,8607.68,8718.24,9283.56,-4448.26
22892843.83,0.26,-16.85,-6.00,-11.95,317.97,data_properties/JD_BASECASE_171_PORO.dat,data_properties/JD_BASECASE_171_PERMX.dat,227.97,-0.10,0.99,-10.86,-11.99,5.39,7292.66,8047.11,8021.25,-3620.23
24427701.01,0.34,-19.52,-6.22,-11.53,315.23,data_properties/JD_BASECASE_176_PORO.dat,data_properties/JD_BASECASE_176_PERMX.dat,225.23,-0.01,1.00,-12.81,-12.92,6.65,8602.37,8674.77,7742.07,-4463.96
22361883.20,0.30,-16.38,-5.77,-11.86,310.83,data_properties/JD_BASECASE_181_PORO.dat,data_properties/JD_BASECASE_181_PERMX.dat,220.83,0.15,0.99,-11.84,-10.30,5.25,7949.55,6915.46,7959.41,-3523.09
15975249.00,0.20,-16.21,-6.50,-11.50,305.71,data_properties/JD_BASECASE_185_PORO.dat,data_properties/JD_BASECASE_185_PERMX.dat,215.71,0.32,0.95,-12.91,-9.81,4.60,8663.60,6585.10,7717.56,-3089.91
17907635.08,0.34,-16.56,-6.12,-11.45,318.75,data_properties/JD_BASECASE_187_PORO.dat,data_properties/JD_BASECASE_187_PERMX.dat,228.75,-0.13,0.99,-10.66,-12.02,5.18,7156.12,8070.42,7689.76,-3474.24
16363559.64,0.40,-19.77,-6.24,-12.88,308.77,data_properties/JD_BASECASE_189_PORO.dat,data_properties/JD_BASECASE_189_PERMX.dat,218.77,0.22,0.98,-14.46,-11.55,6.61,9709.24,7750.62,8644.24,-4434.67
20924325.53,0.31,-17.85,-5.63,-13.01,303.94,data_properties/JD_BASECASE_190_PORO.dat,data_properties/JD_BASECASE_190_PERMX.dat,213.94,0.38,0.93,-14.04,-9.44,5.66,9427.15,6337.79,8735.24,-3798.77
17668781.37,0.27,-19.02,-6.00,-12.47,300.82,data_properties/JD_BASECASE_193_PORO.dat,data_properties/JD_BASECASE_193_PERMX.dat,210.82,0.48,0.88,-15.60,-9.42,5.73,10476.16,6320.94,8372.53,-3847.32
23335499.95,0.31,-18.69,-5.78,-12.77,311.18,data_properties/JD_BASECASE_194_PORO.dat,data_properties/JD_BASECASE_194_PERMX.dat,221.18,0.13,0.99,-13.09,-11.38,6.40,8788.74,7636.66,8575.10,-4293.64
24592116.34,0.30,-19.11,-5.47,-12.21,301.78,data_properties/JD_BASECASE_197_PORO.dat,data_properties/JD_BASECASE_197_PERMX.dat,211.78,0.45,0.90,-15.32,-9.25,6.11,10285.90,6209.60,8197.62,-4099.82
16276499.15,0.30,-19.69,-5.53,-13.53,312.25,data_properties/JD_BASECASE_198_PORO.dat,data_properties/JD_BASECASE_198_PERMX.dat,222.25,0.10,1.00,-13.29,-11.93,7.04,8920.14,8009.30,9083.68,-4729.05
20519907.95,0.39,-18.75,-5.80,-12.94,307.56,data_properties/JD_BASECASE_199_PORO.dat,data_properties/JD_BASECASE_199_PERMX.dat,217.56,0.26,0.97,-13.94,-10.61,6.26,9357.27,7124.02,8689.28,-4203.71
19323555.92,0.25,-19.66,-6.33,-12.75,316.60,data_properties/JD_BASECASE_200_PORO.dat,data_properties/JD_BASECASE_200_PERMX.dat,226.60,-0.06,1.00,-12.63,-13.37,6.65,8476.19,8975.04,8557.91,-4467.27
