E_GPa,PR,SH_MPa/km,Sh_MPa/km,Sv_MPa/km,SH_azi_deg,PORO_file,PERMX_file,beta,cos_2beta,sin_2beta,sigma_x_grad,sigma_y_grad,tau_xy_grad,sigma_x_ref,sigma_y_ref,sigma_z_ref,tau_xy_ref
23135438.35,0.37,-19.73,-7.10,-11.60,313.01,data_properties/JD_BASECASE_29_PORO.dat,data_properties/JD_BASECASE_29_PERMX.dat,223.01,0.07,1.00,-13.85,-12.98,6.30,9298.79,8711.30,7789.76,-4227.52
24690412.80,0.29,-19.59,-5.89,-13.92,308.19,data_properties/JD_BASECASE_30_PORO.dat,data_properties/JD_BASECASE_30_PERMX.dat,218.19,0.24,0.97,-14.36,-11.13,6.66,9637.48,7470.98,9347.47,-4468.04
15333466.39,0.34,-17.09,-6.69,-12.17,318.47,data_properties/JD_BASECASE_34_PORO.dat,data_properties/JD_BASECASE_34_PERMX.dat,228.47,-0.12,0.99,-11.26,-12.52,5.16,7561.01,8405.16,8167.13,-3464.26
18262626.51,0.23,-17.06,-6.86,-12.60,319.95,data_properties/JD_BASECASE_37_PORO.dat,data_properties/JD_BASECASE_37_PERMX.dat,229.95,-0.17,0.99,-11.08,-12.84,5.02,7441.56,8618.25,8461.75,-3372.09
23662373.45,0.28,-18.26,-7.00,-11.47,303.19,data_properties/JD_BASECASE_41_PORO.dat,data_properties/JD_BASECASE_41_PERMX.dat,213.19,0.40,0.92,-14.89,-10.38,5.16,9994.40,6965.22,7698.46,-3463.58
21738659.32,0.33,-18.45,-6.95,-13.26,318.42,data_properties/JD_BASECASE_42_PORO.dat,data_properties/JD_BASECASE_42_PERMX.dat,228.42,-0.12,0.99,-12.02,-13.39,5.71,8068.47,8987.54,8903.24,-3832.43
20434870.68,0.32,-18.60,-6.77,-12.01,309.32,data_properties/JD_BASECASE_43_PORO.dat,data_properties/JD_BASECASE_43_PERMX.dat,219.32,0.20,0.98,-13.85,-11.52,5.80,9298.51,7734.37,8065.56,-3891.61
20132622.06,0.28,-18.93,-5.96,-13.69,311.60,data_properties/JD_BASECASE_44_PORO.dat,data_properties/JD_BASECASE_44_PERMX.dat,221.60,0.12,0.99,-13.21,-11.67,6.44,8868.08,7837.15,9190.02,-4322.29
20031262.86,0.37,-17.63,-7.12,-13.43,309.72,data_properties/JD_BASECASE_45_PORO.dat,data_properties/JD_BASECASE_45_PERMX.dat,219.72,0.18,0.98,-13.34,-11.42,5.16,8955.55,7663.62,9014.59,-3466.67
19651344.95,0.36,-18.38,-6.09,-13.87,300.53,data_properties/JD_BASECASE_46_PORO.dat,data_properties/JD_BASECASE_46_PERMX.dat,210.53,0.48,0.88,-15.21,-9.26,5.38,10208.80,6215.52,9314.25,-3611.78
19973353.59,0.35,-16.93,-7.06,-13.89,303.38,data_properties/JD_BASECASE_47_PORO.dat,data_properties/JD_BASECASE_47_PERMX.dat,213.38,0.39,0.92,-13.95,-10.05,4.54,9362.05,6745.83,9327.22,-3045.61
19731654.39,0.39,-19.07,-6.23,-12.96,305.78,data_properties/JD_BASECASE_50_PORO.dat,data_properties/JD_BASECASE_50_PERMX.dat,215.78,0.32,0.95,-14.68,-10.62,6.09,9854.69,7130.08,8701.36,-4086.85
22211549.40,0.28,-17.02,-6.01,-11.66,300.04,data_properties/JD_BASECASE_52_PORO.dat,data_properties/JD_BASECASE_52_PERMX.dat,210.04,0.50,0.87,-14.26,-8.77,4.77,9574.16,5887.54,7827.87,-3204.22
21024020.62,0.24,-18.80,-6.63,-13.56,312.08,data_properties/JD_BASECASE_56_PORO.dat,data_properties/JD_BASECASE_56_PERMX.dat,222.08,0.10,0.99,-13.33,-12.09,6.05,8949.33,8117.73,9100.02,-4063.73
21517768.63,0.36,-19.22,-6.16,-11.74,308.51,data_properties/JD_BASECASE_59_PORO.dat,data_properties/JD_BASECASE_59_PERMX.dat,218.51,0.22,0.97,-14.15,-11.22,6.36,9500.36,7532.05,7879.44,-4271.87
18917257.92,0.25,-16.75,-6.36,-13.37,317.10,data_properties/JD_BASECASE_62_PORO.dat,data_properties/JD_BASECASE_62_PERMX.dat,227.10,-0.07,1.00,-11.18,-11.94,5.18,7503.33,8013.47,8972.45,-3478.01
22604992.37,0.26,-16.35,-6.79,-13.05,308.92,data_properties/JD_BASECASE_63_PORO.dat,data_properties/JD_BASECASE_63_PERMX.dat,218.92,0.21,0.98,-12.58,-10.56,4.67,8442.05,7088.81,8762.72,-3137.59
21321299.74,0.33,-18.29,-6.40,-13.96,316.12,data_properties/JD_BASECASE_67_PORO.dat,data_properties/JD_BASECASE_67_PERMX.dat,226.12,-0.04,1.00,-12.11,-12.58,5.94,8133.12,8445.54,9371.34,-3989.59
20730180.82,0.35,-16.69,-6.81,-12.57,315.66,data_properties/JD_BASECASE_70_PORO.dat,data_properties/JD_BASECASE_70_PERMX.dat,225.66,-0.02,1.00,-11.64,-11.86,4.94,7811.05,7963.83,8439.07,-3313.26
18166732.29,0.27,-19.46,-6.53,-11.75,309.55,data_properties/JD_BASECASE_72_PORO.dat,data_properties/JD_BASECASE_72_PERMX.dat,219.55,0.19,0.98,-14.22,-11.77,6.35,9543.61,7902.63,7885.02,-4263.15
22770270.52,0.38,-16.84,-6.82,-12.33,315.88,data_properties/JD_BASECASE_73_PORO.dat,data_properties/JD_BASECASE_73_PERMX.dat,225.88,-0.03,1.00,-11.67,-11.98,5.01,7837.62,8044.43,8279.48,-3361.99
24542206.64,0.27,-17.97,-6.45,-12.66,305.49,data_properties/JD_BASECASE_76_PORO.dat,data_properties/JD_BASECASE_76_PERMX.dat,215.49,0.33,0.95,-14.09,-10.33,5.44,9456.83,6937.74,8498.33,-3654.50
17860508.60,0.21,-18.67,-6.20,-13.19,300.28,data_properties/JD_BASECASE_77_PORO.dat,data_properties/JD_BASECASE_77_PERMX.dat,210.28,0.49,0.87,-15.50,-9.37,5.43,10406.18,6292.37,8855.74,-3644.63
17558807.26,0.24,-18.41,-5.97,-13.67,315.10,data_properties/JD_BASECASE_78_PORO.dat,data_properties/JD_BASECASE_78_PERMX.dat,225.10,-0.00,1.00,-12.17,-12.21,6.22,8168.75,8196.50,9179.76,-4174.20
24327390.04,0.40,-16.26,-6.31,-12.15,302.88,data_properties/JD_BASECASE_79_PORO.dat,data_properties/JD_BASECASE_79_PERMX.dat,212.88,0.41,0.91,-13.32,-9.24,4.54,8944.53,6203.42,8158.58,-3044.62
18661665.24,0.22,-18.55,-7.09,-13.22,305.14,data_properties/JD_BASECASE_82_PORO.dat,data_properties/JD_BASECASE_82_PERMX.dat,215.14,0.34,0.94,-14.76,-10.89,5.40,9907.46,7309.60,8873.92,-3622.24
24118986.19,0.38,-18.11,-6.91,-13.38,302.98,data_properties/JD_BASECASE_87_PORO.dat,data_properties/JD_BASECASE_87_PERMX.dat,212.98,0.41,0.91,-14.79,-10.23,5.11,9929.40,6867.12,8983.59,-3433.60
15768175.30,0.39,-17.79,-6.57,-12.85,313.53,data_properties/JD_BASECASE_88_PORO.dat,data_properties/JD_BASECASE_88_PERMX.dat,223.53,0.05,1.00,-12.47,-11.89,5.60,8371.26,7984.73,8629.18,-3761.69
21566389.83,0.20,-17.20,-6.93,-13.31,303.69,data_properties/JD_BASECASE_90_PORO.dat,data_properties/JD_BASECASE_90_PERMX.dat,213.69,0.38,0.92,-14.04,-10.09,4.74,9423.90,6772.86,8936.60,-3182.73
20312984.89,0.35,-17.47,-5.93,-13.79,301.67,data_properties/JD_BASECASE_96_PORO.dat,data_properties/JD_BASECASE_96_PERMX.dat,211.67,0.45,0.89,-14.29,-9.11,5.16,9592.01,6114.38,9259.03,-3462.12
23727889.32,0.33,-18.89,-6.90,-12.82,311.79,data_properties/JD_BASECASE_97_PORO.dat,data_properties/JD_BASECASE_97_PERMX.dat,221.79,0.11,0.99,-13.56,-12.22,5.96,9104.52,8204.98,8604.77,-3999.31
16945708.95,0.27,-18.17,-6.71,-13.33,309.97,data_properties/JD_BASECASE_98_PORO.dat,data_properties/JD_BASECASE_98_PERMX.dat,219.97,0.17,0.98,-13.44,-11.44,5.64,9022.07,7679.11,8950.34,-3786.31
24107514.03,0.31,-17.74,-6.59,-13.66,314.69,data_properties/JD_BASECASE_100_PORO.dat,data_properties/JD_BASECASE_100_PERMX.dat,224.69,0.01,1.00,-12.23,-12.11,5.57,8210.29,8128.33,9168.25,-3742.19
21340411.40,0.35,-16.62,-6.32,-11.58,304.58,data_properties/JD_BASECASE_105_PORO.dat,data_properties/JD_BASECASE_105_PERMX.dat,214.58,0.36,0.93,-13.30,-9.64,4.81,8930.00,6469.69,7775.62,-3230.88
22884268.93,0.29,-16.89,-7.02,-13.00,316.73,data_properties/JD_BASECASE_109_PORO.dat,data_properties/JD_BASECASE_109_PERMX.dat,226.73,-0.06,1.00,-11.66,-12.25,4.93,7826.04,8225.77,8724.26,-3306.81
16507107.58,0.25,-16.79,-6.00,-12.39,310.31,data_properties/JD_BASECASE_115_PORO.dat,data_properties/JD_BASECASE_115_PERMX.dat,220.31,0.16,0.99,-12.27,-10.51,5.32,8237.49,7057.64,8317.76,-3573.33
24829949.94,0.32,-17.34,-6.29,-11.63,312.66,data_properties/JD_BASECASE_123_PORO.dat,data_properties/JD_BASECASE_123_PERMX.dat,222.66,0.08,1.00,-12.27,-11.37,5.50,8234.60,7629.94,7806.33,-3694.07
22489048.28,0.23,-19.16,-5.85,-13.13,319.26,data_properties/JD_BASECASE_125_PORO.dat,data_properties/JD_BASECASE_125_PERMX.dat,229.26,-0.15,0.99,-11.52,-13.49,6.58,7734.86,9058.29,8817.26,-4418.75
17270689.72,0.34,-17.21,-6.04,-11.81,316.44,data_properties/JD_BASECASE_126_PORO.dat,data_properties/JD_BASECASE_126_PERMX.dat,226.44,-0.05,1.00,-11.35,-11.91,5.58,7617.00,7994.95,7930.62,-3746.05
22068353.51,0.24,-18.02,-6.65,-12.55,314.31,data_properties/JD_BASECASE_129_PORO.dat,data_properties/JD_BASECASE_129_PERMX.dat,224.31,0.02,1.00,-12.47,-12.19,5.68,8370.28,8185.31,8422.78,-3815.53
17027837.17,0.31,-17.41,-6.99,-13.11,306.62,data_properties/JD_BASECASE_130_PORO.dat,data_properties/JD_BASECASE_130_PERMX.dat,216.62,0.29,0.96,-13.70,-10.70,4.99,9199.91,7180.90,8799.59,-3351.63
17123411.64,0.21,-17.00,-6.84,-12.50,302.42,data_properties/JD_BASECASE_131_PORO.dat,data_properties/JD_BASECASE_131_PERMX.dat,212.42,0.43,0.91,-14.08,-9.76,4.59,9452.36,6553.48,8391.77,-3084.68
16220476.16,0.22,-19.38,-6.44,-13.84,317.22,data_properties/JD_BASECASE_134_PORO.dat,data_properties/JD_BASECASE_134_PERMX.dat,227.22,-0.08,1.00,-12.41,-13.41,6.45,8328.88,9001.10,9292.13,-4330.10
18026556.43,0.20,-18.23,-6.96,-13.47,304.06,data_properties/JD_BASECASE_135_PORO.dat,data_properties/JD_BASECASE_135_PERMX.dat,214.06,0.37,0.93,-14.69,-10.50,5.23,9864.33,7046.65,9042.23,-3508.75
17479659.08,0.29,-19.25,-6.73,-12.62,313.77,data_properties/JD_BASECASE_140_PORO.dat,data_properties/JD_BASECASE_140_PERMX.dat,223.77,0.04,1.00,-13.26,-12.72,6.26,8901.09,8540.48,8474.33,-4199.75
16083636.97,0.40,-19.31,-6.03,-13.63,304.84,data_properties/JD_BASECASE_141_PORO.dat,data_properties/JD_BASECASE_141_PERMX.dat,214.84,0.35,0.94,-14.98,-10.36,6.23,10053.60,6956.38,9150.70,-4182.65
19854880.95,0.36,-18.33,-6.33,-13.15,312.80,data_properties/JD_BASECASE_144_PORO.dat,data_properties/JD_BASECASE_144_PERMX.dat,222.80,0.08,1.00,-12.79,-11.87,5.98,8587.76,7970.38,8831.08,-4016.23
16774974.12,0.21,-17.40,-5.88,-12.34,302.07,data_properties/JD_BASECASE_146_PORO.dat,data_properties/JD_BASECASE_146_PERMX.dat,212.07,0.44,0.90,-14.15,-9.13,5.18,9499.64,6128.60,8284.79,-3477.76
19124121.86,0.21,-16.50,-6.15,-12.05,310.09,data_properties/JD_BASECASE_147_PORO.dat,data_properties/JD_BASECASE_147_PERMX.dat,220.09,0.17,0.99,-12.21,-10.44,5.10,8193.74,7008.16,8086.25,-3421.80
21980111.40,0.26,-17.51,-6.58,-12.30,304.94,data_properties/JD_BASECASE_150_PORO.dat,data_properties/JD_BASECASE_150_PERMX.dat,214.94,0.34,0.94,-13.93,-10.17,5.13,9349.21,6825.10,8258.74,-3444.19
20619864.82,0.32,-17.68,-7.07,-12.12,307.85,data_properties/JD_BASECASE_152_PORO.dat,data_properties/JD_BASECASE_152_PERMX.dat,217.85,0.25,0.97,-13.68,-11.06,5.14,9186.65,7428.23,8139.00,-3448.51
23290539.45,0.29,-18.86,-6.68,-12.72,304.24,data_properties/JD_BASECASE_153_PORO.dat,data_properties/JD_BASECASE_153_PERMX.dat,214.24,0.37,0.93,-15.01,-10.54,5.67,10074.62,7073.52,8539.39,-3804.09
23016967.24,0.38,-17.89,-5.95,-13.08,317.60,data_properties/JD_BASECASE_156_PORO.dat,data_properties/JD_BASECASE_156_PERMX.dat,227.60,-0.09,1.00,-11.38,-12.46,5.95,7640.60,8367.37,8779.74,-3993.00
19545250.90,0.22,-18.50,-6.56,-13.46,306.41,data_properties/JD_BASECASE_158_PORO.dat,data_properties/JD_BASECASE_158_PERMX.dat,216.41,0.30,0.96,-14.29,-10.76,5.71,9594.69,7226.07,9035.20,-3830.88
23486982.69,0.36,-17.81,-6.89,-11.84,317.34,data_properties/JD_BASECASE_159_PORO.dat,data_properties/JD_BASECASE_159_PERMX.dat,227.34,-0.08,1.00,-11.90,-12.79,5.44,7989.60,8588.13,7949.10,-3652.74
16645965.41,0.25,-17.53,-6.06,-12.43,307.44,data_properties/JD_BASECASE_160_PORO.dat,data_properties/JD_BASECASE_160_PERMX.dat,217.44,0.26,0.97,-13.29,-10.30,5.54,8924.07,6915.72,8348.02,-3717.35
15186127.08,0.38,-18.61,-6.47,-11.70,311.01,data_properties/JD_BASECASE_162_PORO.dat,data_properties/JD_BASECASE_162_PERMX.dat,221.01,0.14,0.99,-13.39,-11.70,6.01,8986.64,7853.43,7852.63,-4037.24
18415715.67,0.29,-18.16,-6.61,-12.27,319.42,data_properties/JD_BASECASE_163_PORO.dat,data_properties/JD_BASECASE_163_PERMX.dat,229.42,-0.15,0.99,-11.49,-13.27,5.71,7716.03,8908.79,8239.27,-3831.67
24891053.37,0.33,-17.60,-6.42,-12.24,313.84,data_properties/JD_BASECASE_164_PORO.dat,data_properties/JD_BASECASE_164_PERMX.dat,223.84,0.04,1.00,-12.24,-11.79,5.58,8214.96,7911.96,8214.63,-3747.41
19364173.76,0.34,-19.63,-6.39,-12.05,318.96,data_properties/JD_BASECASE_166_PORO.dat,data_properties/JD_BASECASE_166_PERMX.dat,228.96,-0.14,0.99,-12.09,-13.92,6.56,8119.38,9344.15,8090.59,-4401.05
16836171.44,0.28,-19.53,-6.80,-13.83,315.36,data_properties/JD_BASECASE_169_PORO.dat,data_properties/JD_BASECASE_169_PERMX.dat,225.36,-0.01,1.00,-13.09,-13.24,6.36,8785.46,8891.65,9283.56,-4272.67
22892843.83,0.26,-16.85,-6.50,-11.95,317.97,data_properties/JD_BASECASE_171_PORO.dat,data_properties/JD_BASECASE_171_PERMX.dat,227.97,-0.10,0.99,-11.14,-12.21,5.14,7477.99,8197.63,8021.25,-3453.22
24427701.01,0.34,-19.52,-6.74,-11.53,315.23,data_properties/JD_BASECASE_176_PORO.dat,data_properties/JD_BASECASE_176_PERMX.dat,225.23,-0.01,1.00,-13.08,-13.18,6.39,8777.71,8847.30,7742.07,-4290.03
22361883.20,0.30,-16.38,-6.25,-11.86,310.83,data_properties/JD_BASECASE_181_PORO.dat,data_properties/JD_BASECASE_181_PERMX.dat,220.83,0.15,0.99,-12.05,-10.58,5.01,8087.45,7100.21,7959.41,-3363.48
15975249.00,0.20,-16.21,-7.04,-11.50,305.71,data_properties/JD_BASECASE_185_PORO.dat,data_properties/JD_BASECASE_185_PERMX.dat,215.71,0.32,0.95,-13.09,-10.17,4.35,8787.48,6824.92,7717.56,-2917.55
17907635.08,0.34,-16.56,-6.63,-11.45,318.75,data_properties/JD_BASECASE_187_PORO.dat,data_properties/JD_BASECASE_187_PERMX.dat,228.75,-0.13,0.99,-10.95,-12.24,4.92,7349.67,8219.30,7689.76,-3304.49
16363559.64,0.40,-19.77,-6.76,-12.88,308.77,data_properties/JD_BASECASE_189_PORO.dat,data_properties/JD_BASECASE_189_PERMX.dat,218.77,0.22,0.98,-14.67,-11.86,6.35,9846.13,7962.77,8644.24,-4264.26
20924325.53,0.31,-17.85,-6.10,-13.01,303.94,data_properties/JD_BASECASE_190_PORO.dat,data_properties/JD_BASECASE_190_PERMX.dat,213.94,0.38,0.93,-14.19,-9.76,5.44,9525.37,6554.71,8735.24,-3652.81
17668781.37,0.27,-19.02,-6.50,-12.47,300.82,data_properties/JD_BASECASE_193_PORO.dat,data_properties/JD_BASECASE_193_PERMX.dat,210.82,0.48,0.88,-15.74,-9.78,5.51,10564.21,6568.41,8372.53,-3699.71
23335499.95,0.31,-18.69,-6.26,-12.77,311.18,data_properties/JD_BASECASE_194_PORO.dat,data_properties/JD_BASECASE_194_PERMX.dat,221.18,0.13,0.99,-13.30,-11.65,6.16,8928.93,7819.85,8575.10,-4133.39
24592116.34,0.30,-19.11,-5.92,-12.21,301.78,data_properties/JD_BASECASE_197_PORO.dat,data_properties/JD_BASECASE_197_PERMX.dat,211.78,0.45,0.90,-15.45,-9.58,5.90,10370.73,6430.55,8197.62,-3962.91
16276499.15,0.30,-19.69,-5.99,-13.53,312.25,data_properties/JD_BASECASE_198_PORO.dat,data_properties/JD_BASECASE_198_PERMX.dat,222.25,0.10,1.00,-13.50,-12.18,6.81,9060.04,8178.87,9083.68,-4575.02
20519907.95,0.39,-18.75,-6.28,-12.94,307.56,data_properties/JD_BASECASE_199_PORO.dat,data_properties/JD_BASECASE_199_PERMX.dat,217.56,0.26,0.97,-14.12,-10.92,6.03,9477.78,7327.78,8689.28,-4047.01
19323555.92,0.25,-19.66,-6.86,-12.75,316.60,data_properties/JD_BASECASE_200_PORO.dat,data_properties/JD_BASECASE_200_PERMX.dat,226.60,-0.06,1.00,-12.90,-13.62,6.39,8663.21,9142.30,8557.91,-4290.40
